scientific,common,order,family,birdnet_label,birdnet_how
Crocidura mediocris,Central Sulawesi White-toothed Shrew,Eulipotyphla,Soricidae,,none
Crocidura medogensis,Medog White-toothed Shrew,Eulipotyphla,Soricidae,,none
Crocidura microelongata,Small Elongated White-toothed Shrew,Eulipotyphla,Soricidae,,none
Crocidura mindorus,Mindoro White-toothed Shrew,Eulipotyphla,Soricidae,,none
Crocidura miya,Sri Lankan White-toothed Shrew,Eulipotyphla,Soricidae,,none
Crocidura monax,Kilimanjaro White-toothed Shrew,Eulipotyphla,Soricidae,,none
Crocidura monticola,Sunda White-toothed Shrew,Eulipotyphla,Soricidae,,none
Crocidura montis,Montane White-toothed Shrew,Eulipotyphla,Soricidae,,none
Crocidura munissii,Munissi's White-toothed Shrew,Eulipotyphla,Soricidae,,none
Crocidura muricauda,West African White-toothed Shrew,Eulipotyphla,Soricidae,,none
Crocidura musseri,Mossy Forest White-toothed Shrew,Eulipotyphla,Soricidae,,none
Crocidura mutesae,Ugandan White-toothed Shrew,Eulipotyphla,Soricidae,,none
Crocidura nana,Somali Dwarf White-toothed Shrew,Eulipotyphla,Soricidae,,none
Crocidura nanilla,Savanna Dwarf White-toothed Shrew,Eulipotyphla,Soricidae,,none
Crocidura narcondamica,Narcondam White-toothed Shrew,Eulipotyphla,Soricidae,,none
Crocidura neglecta,Neglected White-toothed Shrew,Eulipotyphla,Soricidae,,none
Crocidura negrina,Negros White-toothed Shrew,Eulipotyphla,Soricidae,,none
Crocidura newmarki,Newmark's White-toothed Shrew,Eulipotyphla,Soricidae,,none
Crocidura nicobarica,Nicobar White-toothed Shrew,Eulipotyphla,Soricidae,,none
Crocidura nigeriae,Nigerian White-toothed Shrew,Eulipotyphla,Soricidae,,none
Crocidura nigricans,Blackish White-toothed Shrew,Eulipotyphla,Soricidae,,none
Crocidura nigripes,Black-footed White-toothed Shrew,Eulipotyphla,Soricidae,,none
Crocidura nigrofusca,African Black White-toothed Shrew,Eulipotyphla,Soricidae,,none
Crocidura nimbae,Nimba White-toothed Shrew,Eulipotyphla,Soricidae,,none
Crocidura nimbasilvanus,Nimba Giant White-toothed Shrew,Eulipotyphla,Soricidae,,none
Crocidura ninoyi,Sibuyan White-toothed Shrew,Eulipotyphla,Soricidae,,none
Crocidura niobe,Niobe's White-toothed Shrew,Eulipotyphla,Soricidae,,none
Crocidura normalis,Typical Sulawesi White-toothed Shrew,Eulipotyphla,Soricidae,,none
Crocidura obscurior,West African Pygmy White-toothed Shrew,Eulipotyphla,Soricidae,,none
Crocidura olivieri,African Giant White-toothed Shrew,Eulipotyphla,Soricidae,,none
Crocidura ordinaria,West Sulawesi White-toothed Shrew,Eulipotyphla,Soricidae,,none
Crocidura orientalis,Oriental White-toothed Shrew,Eulipotyphla,Soricidae,,none
Crocidura orii,Greater Ryukyu White-toothed Shrew,Eulipotyphla,Soricidae,,none
Crocidura pachyura,North African White-toothed Shrew,Eulipotyphla,Soricidae,,none
Crocidura palawanensis,Palawan White-toothed Shrew,Eulipotyphla,Soricidae,,none
Crocidura pallida,Pallid-footed White-toothed Shrew,Eulipotyphla,Soricidae,,none
Crocidura panayensis,Panay White-toothed Shrew,Eulipotyphla,Soricidae,,none
Crocidura paradoxura,Sumatran Long-tailed White-toothed Shrew,Eulipotyphla,Soricidae,,none
Crocidura parva,Tiny Sulawesi White-toothed Shrew,Eulipotyphla,Soricidae,,none
Crocidura parvipes,Small-footed White-toothed Shrew,Eulipotyphla,Soricidae,,none
Crocidura pasha,Sahelian Tiny White-toothed Shrew,Eulipotyphla,Soricidae,,none
Crocidura pediculus,Little-footed White-toothed Shrew,Eulipotyphla,Soricidae,,none
Crocidura pergrisea,Pale Gray White-toothed Shrew,Eulipotyphla,Soricidae,,none
Crocidura persica,Persian White-toothed Shrew,Eulipotyphla,Soricidae,,none
Crocidura phaeura,Guramba White-toothed Shrew,Eulipotyphla,Soricidae,,none
Crocidura phanluongi,Phan Luong White-toothed Shrew,Eulipotyphla,Soricidae,,none
Crocidura phuquocensis,Phu Quoc White-toothed Shrew,Eulipotyphla,Soricidae,,none
Crocidura picea,Cameroon White-toothed Shrew,Eulipotyphla,Soricidae,,none
Crocidura pitmani,Pitman's White-toothed Shrew,Eulipotyphla,Soricidae,,none
Crocidura planiceps,Flat-headed White-toothed Shrew,Eulipotyphla,Soricidae,,none
Crocidura poensis,Fraser's White-toothed Shrew,Eulipotyphla,Soricidae,,none
Crocidura polia,Polia's White-toothed Shrew,Eulipotyphla,Soricidae,,none
Crocidura pseudorhoditis,North Peninsula White-toothed Shrew,Eulipotyphla,Soricidae,,none
Crocidura pullata,Kashmir White-toothed Shrew,Eulipotyphla,Soricidae,,none
Crocidura quasielongata,Southern Elongated White-toothed Shrew,Eulipotyphla,Soricidae,,none
Crocidura raineyi,Rainey's White-toothed Shrew,Eulipotyphla,Soricidae,,none
Crocidura ramona,Negev White-toothed Shrew,Eulipotyphla,Soricidae,,none
Crocidura rapax,Chinese White-toothed Shrew,Eulipotyphla,Soricidae,,none
Crocidura religiosa,Egyptian Pygmy White-toothed Shrew,Eulipotyphla,Soricidae,,none
Crocidura rhoditis,Temboan White-toothed Shrew,Eulipotyphla,Soricidae,,none
Crocidura roosevelti,Roosevelt's White-toothed Shrew,Eulipotyphla,Soricidae,,none
Crocidura russula,Greater White-toothed Shrew,Eulipotyphla,Soricidae,Crocidura russula_Greater White-toothed Shrew,exact
Crocidura salonga,Long-tailed Salonga White-toothed Shrew,Eulipotyphla,Soricidae,,none
Crocidura sapaensis,Sa Pa White-toothed Shrew,Eulipotyphla,Soricidae,,none
Crocidura selina,Ugandan Lowland White-toothed Shrew,Eulipotyphla,Soricidae,,none
Crocidura serezkyensis,Serezkaya White-toothed Shrew,Eulipotyphla,Soricidae,,none
Crocidura shantungensis,Shantung White-toothed Shrew,Eulipotyphla,Soricidae,,none
Crocidura sibirica,Siberian White-toothed Shrew,Eulipotyphla,Soricidae,,none
Crocidura sicula,Sicilian White-toothed Shrew,Eulipotyphla,Soricidae,,none
Crocidura silacea,Lesser Gray-brown White-toothed Shrew,Eulipotyphla,Soricidae,,none
Crocidura similiturba,Medabo White-toothed Shrew,Eulipotyphla,Soricidae,,none
Crocidura smithii,Desert White-toothed Shrew,Eulipotyphla,Soricidae,,none
Crocidura sokolovi,Sokolov White-toothed Shrew,Eulipotyphla,Soricidae,,none
Crocidura solita,West-central Sulawesi White-toothed Shrew,Eulipotyphla,Soricidae,,none
Crocidura somalica,Somali White-toothed Shrew,Eulipotyphla,Soricidae,,none
Crocidura stanleyi,Stanley's White-toothed Shrew,Eulipotyphla,Soricidae,,none
Crocidura stenocephala,Kahuzi White-toothed Swamp Shrew,Eulipotyphla,Soricidae,,none
Crocidura suaveolens,Lesser White-toothed Shrew,Eulipotyphla,Soricidae,,none
Crocidura susiana,Iranian White-toothed Shrew,Eulipotyphla,Soricidae,,none
Crocidura tadae,Kuroda's White-toothed Shrew,Eulipotyphla,Soricidae,,none
Crocidura tanakae,Taiwanese Gray White-toothed Shrew,Eulipotyphla,Soricidae,,none
Crocidura tansaniana,Tanzanian White-toothed Shrew,Eulipotyphla,Soricidae,,none
Crocidura tarella,Tarella White-toothed Shrew,Eulipotyphla,Soricidae,,none
Crocidura tarfayaensis,Saharan White-toothed Shrew,Eulipotyphla,Soricidae,,none
Crocidura telfordi,Telford's White-toothed Shrew,Eulipotyphla,Soricidae,,none
Crocidura tenebrosa,Dark White-toothed Shrew,Eulipotyphla,Soricidae,,none
Crocidura tenuis,Timor White-toothed Shrew,Eulipotyphla,Soricidae,,none
Crocidura theresae,Therese's White-toothed Shrew,Eulipotyphla,Soricidae,,none
Crocidura thomensis,Sao Tome White-toothed Shrew,Eulipotyphla,Soricidae,,none
Crocidura trichura,Christmas Island White-toothed Shrew,Eulipotyphla,Soricidae,,none
Crocidura turba,Turbo White-toothed Shrew,Eulipotyphla,Soricidae,,none
Crocidura ultima,Ultimate White-toothed Shrew,Eulipotyphla,Soricidae,,none
Crocidura umbra,Javan Ghost White-toothed Shrew,Eulipotyphla,Soricidae,,none
Crocidura usambarae,Usambara White-toothed Shrew,Eulipotyphla,Soricidae,,none
Crocidura viaria,Savanna Path White-toothed Shrew,Eulipotyphla,Soricidae,,none
Crocidura virgata,Mamfe White-toothed Shrew,Eulipotyphla,Soricidae,,none
Crocidura voi,Voi White-toothed Shrew,Eulipotyphla,Soricidae,,none
Crocidura vorax,Voracious White-toothed Shrew,Eulipotyphla,Soricidae,,none
Crocidura vosmaeri,Bangka White-toothed Shrew,Eulipotyphla,Soricidae,,none
Crocidura watasei,Lesser Ryukyu White-toothed Shrew,Eulipotyphla,Soricidae,,none
Crocidura whitakeri,Whitaker's White-toothed Shrew,Eulipotyphla,Soricidae,,none
Crocidura wimmeri,Wimmer's White-toothed Shrew,Eulipotyphla,Soricidae,,none
Crocidura wuchihensis,Hainan White-toothed Shrew,Eulipotyphla,Soricidae,,none
Crocidura xantippe,Xanthippe's White-toothed Shrew,Eulipotyphla,Soricidae,,none
Crocidura yaldeni,Yalden's White-toothed Shrew,Eulipotyphla,Soricidae,,none
Crocidura yankariensis,Yankari White-toothed Shrew,Eulipotyphla,Soricidae,,none
Crocidura zaphiri,Zaphiro's White-toothed Shrew,Eulipotyphla,Soricidae,,none
Crocidura zarudnyi,Zarudny's White-toothed Shrew,Eulipotyphla,Soricidae,,none
Crocidura zhadaensis,Zanda White-toothed Shrew,Eulipotyphla,Soricidae,,none
Crocidura zimmeri,Upemba White-toothed Shrew,Eulipotyphla,Soricidae,,none
Crocidura zimmermanni,Cretan White-toothed Shrew,Eulipotyphla,Soricidae,,none
Diplomesodon pulchellus,Piebald Shrew,Eulipotyphla,Soricidae,,none
Diplomesodon sonnerati,Sonnerat's Shrew,Eulipotyphla,Soricidae,,none
Feroculus feroculus,Kelaart's Long-clawed Shrew,Eulipotyphla,Soricidae,,none
Palawanosorex ater,Black Shrew,Eulipotyphla,Soricidae,,none
Palawanosorex muscorum,Palawan Moss Shrew,Eulipotyphla,Soricidae,,none
Paracrocidura graueri,Grauer's Large-headed Shrew,Eulipotyphla,Soricidae,,none
Paracrocidura maxima,Greater Large-headed Shrew,Eulipotyphla,Soricidae,,none
Paracrocidura schoutedeni,Lesser Large-headed Shrew,Eulipotyphla,Soricidae,,none
Ruwenzorisorex suncoides,Rwenzori Shrew,Eulipotyphla,Soricidae,,none
Scutisorex somereni,Armored Hero Shrew,Eulipotyphla,Soricidae,,none
Scutisorex thori,Thor's Hero Shrew,Eulipotyphla,Soricidae,,none
Solisorex pearsoni,Pearson's Long-clawed Shrew,Eulipotyphla,Soricidae,,none
Suncus aequatorius,Taita Shrew,Eulipotyphla,Soricidae,,none
Suncus dayi,Day's Shrew,Eulipotyphla,Soricidae,,none
Suncus etruscus,Etruscan Shrew,Eulipotyphla,Soricidae,Suncus etruscus_Pygmy White-toothed Shrew,exact
Suncus fellowesgordoni,Sri Lankan Shrew,Eulipotyphla,Soricidae,,none
Suncus hosei,Bornean Pygmy Shrew,Eulipotyphla,Soricidae,,none
Suncus hututsi,Hutu-Tutsi Dwarf Shrew,Eulipotyphla,Soricidae,,none
Suncus infinitesimus,Least Dwarf Shrew,Eulipotyphla,Soricidae,,none
Suncus lixa,Greater Dwarf Shrew,Eulipotyphla,Soricidae,,none
Suncus malayanus,Malayan Pygmy Shrew,Eulipotyphla,Soricidae,,none
Suncus megalurus,Climbing Shrew,Eulipotyphla,Soricidae,,none
Suncus mertensi,Flores Shrew,Eulipotyphla,Soricidae,,none
Suncus montanus,Sri Lankan Highland Shrew,Eulipotyphla,Soricidae,,none
Suncus murinus,Asian House Shrew,Eulipotyphla,Soricidae,Suncus murinus_Asian House Shrew,exact
Suncus niger,Nilgiri Highland Shrew,Eulipotyphla,Soricidae,,none
Suncus remyi,Remy's Pygmy Shrew,Eulipotyphla,Soricidae,,none
Suncus stoliczkanus,Anderson's Shrew,Eulipotyphla,Soricidae,,none
Suncus varilla,Lesser Dwarf Shrew,Eulipotyphla,Soricidae,,none
Suncus zeylanicus,Jungle Shrew,Eulipotyphla,Soricidae,,none
Sylvisorex akaibei,Akaibe's Forest Shrew,Eulipotyphla,Soricidae,,none
Sylvisorex camerunensis,Cameroonian Forest Shrew,Eulipotyphla,Soricidae,,none
Sylvisorex corbeti,Corbet's Forest Shrew,Eulipotyphla,Soricidae,,none
Sylvisorex granti,Grant's Forest Shrew,Eulipotyphla,Soricidae,,none
Sylvisorex howelli,Howell's Forest Shrew,Eulipotyphla,Soricidae,,none
Sylvisorex isabellae,Bioko Forest Shrew,Eulipotyphla,Soricidae,,none
Sylvisorex johnstoni,Johnston's Forest Shrew,Eulipotyphla,Soricidae,,none
Sylvisorex konganensis,Kongana Forest Shrew,Eulipotyphla,Soricidae,,none
Sylvisorex lunaris,Moon Forest Shrew,Eulipotyphla,Soricidae,,none
Sylvisorex morio,Mount Cameroon Forest Shrew,Eulipotyphla,Soricidae,,none
Sylvisorex ollula,Greater Forest Shrew,Eulipotyphla,Soricidae,,none
Sylvisorex oriundus,Lesser Forest Shrew,Eulipotyphla,Soricidae,,none
Sylvisorex pluvialis,Rainforest Shrew,Eulipotyphla,Soricidae,,none
Sylvisorex silvanorum,Bamenda Forest Shrew,Eulipotyphla,Soricidae,,none
Sylvisorex vulcanorum,Volcano Forest Shrew,Eulipotyphla,Soricidae,,none
Congosorex phillipsorum,Phillips' Congo Shrew,Eulipotyphla,Soricidae,,none
Congosorex polli,Greater Congo Shrew,Eulipotyphla,Soricidae,,none
Congosorex verheyeni,Lesser Congo Shrew,Eulipotyphla,Soricidae,,none
Myosorex babaulti,Babault's Mouse Shrew,Eulipotyphla,Soricidae,,none
Myosorex blarina,Montane Mouse Shrew,Eulipotyphla,Soricidae,,none
Myosorex bururiensis,Bururi Mouse Shrew,Eulipotyphla,Soricidae,,none
Myosorex cafer,Dark-footed Mouse Shrew,Eulipotyphla,Soricidae,,none
Myosorex eisentrauti,Eisentraut's Mouse Shrew,Eulipotyphla,Soricidae,,none
Myosorex geata,Geata Mouse Shrew,Eulipotyphla,Soricidae,,none
Myosorex gnoskei,Nyika Mouse Shrew,Eulipotyphla,Soricidae,,none
Myosorex jejei,Kahuzi Mouse Shrew,Eulipotyphla,Soricidae,,none
Myosorex kabogoensis,Kabogo Mouse Shrew,Eulipotyphla,Soricidae,,none
Myosorex kihaulei,Kihaule's Mouse Shrew,Eulipotyphla,Soricidae,,none
Myosorex longicaudatus,Long-tailed Mouse Shrew,Eulipotyphla,Soricidae,,none
Myosorex meesteri,Meester's Mouse Shrew,Eulipotyphla,Soricidae,,none
Myosorex okuensis,Oku Mouse Shrew,Eulipotyphla,Soricidae,,none
Myosorex rumpii,Rumpi Mouse Shrew,Eulipotyphla,Soricidae,,none
Myosorex schalleri,Schaller's Mouse Shrew,Eulipotyphla,Soricidae,,none
Myosorex sclateri,Sclater's Mouse Shrew,Eulipotyphla,Soricidae,,none
Myosorex tenuis,Thin Mouse Shrew,Eulipotyphla,Soricidae,,none
Myosorex varius,South African Mouse Shrew,Eulipotyphla,Soricidae,,none
Myosorex zinki,Kilimanjaro Mouse Shrew,Eulipotyphla,Soricidae,,none
Nagasorex albidens,Nagaland Shrew,Eulipotyphla,Soricidae,,none
Surdisorex norae,Aberdare Mole Shrew,Eulipotyphla,Soricidae,,none
Surdisorex polulus,Mount Kenya Mole Shrew,Eulipotyphla,Soricidae,,none
Surdisorex schlitteri,Schlitter's Mole Shrew,Eulipotyphla,Soricidae,,none
Anourosorex assamensis,Assam Mole Shrew,Eulipotyphla,Soricidae,,none
Anourosorex schmidi,Giant Mole Shrew,Eulipotyphla,Soricidae,,none
Anourosorex squamipes,Chinese Mole Shrew,Eulipotyphla,Soricidae,,none
Anourosorex yamashinai,Taiwanese Mole Shrew,Eulipotyphla,Soricidae,,none
Blarinella quadraticauda,Sichuan Short-tailed Shrew,Eulipotyphla,Soricidae,,none
Blarinella wardi,Burmese Short-tailed Shrew,Eulipotyphla,Soricidae,,none
Parablarinella griselda,Chinese Short-tailed Shrew,Eulipotyphla,Soricidae,,none
Parablarinella latimaxillata,Anhui Short-tailed Shrew,Eulipotyphla,Soricidae,,none
Blarina brevicauda,Northern Short-tailed Shrew,Eulipotyphla,Soricidae,Blarina brevicauda_Northern Short-tailed Shrew,exact
Blarina carolinensis,Southern Short-tailed Shrew,Eulipotyphla,Soricidae,,none
Blarina hylophaga,Elliot's Short-tailed Shrew,Eulipotyphla,Soricidae,,none
Blarina peninsulae,Everglades Short-tailed Shrew,Eulipotyphla,Soricidae,,none
Blarina shermani,Sherman's Short-tailed Shrew,Eulipotyphla,Soricidae,,none
Cryptotis albujai,Albuja's Short-tailed Shrew,Eulipotyphla,Soricidae,,none
Cryptotis alticola,Popocatepetl Broad-clawed Shrew,Eulipotyphla,Soricidae,,none
Cryptotis andinus,Southern Colombian Small-eared Shrew,Eulipotyphla,Soricidae,,none
Cryptotis aroensis,Aroa Small-eared Shrew,Eulipotyphla,Soricidae,,none
Cryptotis berlandieri,Berlandier's Least Shrew,Eulipotyphla,Soricidae,,none
Cryptotis brachyonyx,Eastern Cordillera Small-eared Shrew,Eulipotyphla,Soricidae,,none
Cryptotis cavatorculus,Santa Barbara Broad-clawed Shrew,Eulipotyphla,Soricidae,,none
Cryptotis celaque,Celaque Broad-clawed Shrew,Eulipotyphla,Soricidae,,none
Cryptotis colombianus,Colombian Small-eared Shrew,Eulipotyphla,Soricidae,,none
Cryptotis dinirensis,Dinira Small-eared Shrew,Eulipotyphla,Soricidae,,none
Cryptotis eckerlini,Cucurucho Broad-clawed Shrew,Eulipotyphla,Soricidae,,none
Cryptotis endersi,Enders's Small-eared Shrew,Eulipotyphla,Soricidae,,none
Cryptotis equatoris,Ecuadorean Small-eared Shrew,Eulipotyphla,Soricidae,,none
Cryptotis floridanus,Florida Least Shrew,Eulipotyphla,Soricidae,,none
Cryptotis goldmani,Goldman's Broad-clawed Shrew,Eulipotyphla,Soricidae,,none
Cryptotis goodwini,Goodwin's Broad-clawed Shrew,Eulipotyphla,Soricidae,,none
Cryptotis gracilis,Talamancan Broad-clawed Shrew,Eulipotyphla,Soricidae,,none
Cryptotis griseoventris,Dark Mexican Broad-clawed Shrew,Eulipotyphla,Soricidae,,none
Cryptotis hondurensis,Honduran Small-eared Shrew,Eulipotyphla,Soricidae,,none
Cryptotis huttereri,Rainer's Small-eared Shrew,Eulipotyphla,Soricidae,,none
Cryptotis lacandonensis,Lacandona Small-eared Shrew,Eulipotyphla,Soricidae,,none
Cryptotis lacertosus,Muscular Broad-clawed Shrew,Eulipotyphla,Soricidae,,none
Cryptotis magnimanus,Honduran Broad-clawed Shrew,Eulipotyphla,Soricidae,,none
Cryptotis magnus,Big Mexican Small-eared Shrew,Eulipotyphla,Soricidae,,none
Cryptotis mam,Mam Broad-clawed Shrew,Eulipotyphla,Soricidae,,none
Cryptotis matsoni,Mataquescuintla Broad-clawed Shrew,Eulipotyphla,Soricidae,,none
Cryptotis mayensis,Yucatán Small-eared Shrew,Eulipotyphla,Soricidae,,none
Cryptotis mccarthyi,Omoa Broad-clawed Shrew,Eulipotyphla,Soricidae,,none
Cryptotis medellinius,Medellín Small-eared Shrew,Eulipotyphla,Soricidae,,none
Cryptotis meridensis,Merida Small-eared Shrew,Eulipotyphla,Soricidae,,none
Cryptotis merriami,Merriam's Small-eared Shrew,Eulipotyphla,Soricidae,,none
Cryptotis merus,Darién Small-eared Shrew,Eulipotyphla,Soricidae,,none
Cryptotis mexicanus,Small Mexican Small-eared Shrew,Eulipotyphla,Soricidae,,none
Cryptotis montecristo,Montecristo Broad-clawed Shrew,Eulipotyphla,Soricidae,,none
Cryptotis monteverdensis,Monteverde Small-eared Shrew,Eulipotyphla,Soricidae,,none
Cryptotis montivagus,Wandering Small-eared Shrew,Eulipotyphla,Soricidae,,none
Cryptotis nelsoni,Nelson's Small-eared Shrew,Eulipotyphla,Soricidae,,none
Cryptotis niausa,Blind Small-eared Shrew,Eulipotyphla,Soricidae,,none
Cryptotis nigrescens,Blackish Small-eared Shrew,Eulipotyphla,Soricidae,,none
Cryptotis oreoryctes,Highland Broad-clawed Shrew,Eulipotyphla,Soricidae,,none
Cryptotis orophilus,Central American Least Shrew,Eulipotyphla,Soricidae,,none
Cryptotis osgoodi,Osgood's Small-eared Shrew,Eulipotyphla,Soricidae,,none
Cryptotis parvus,North American Least Shrew,Eulipotyphla,Soricidae,Cryptotis parvus_North American Least Shrew,exact
Cryptotis peregrinus,Oaxacan Broad-clawed Shrew,Eulipotyphla,Soricidae,,none
Cryptotis perijensis,Perija Small-eared Shrew,Eulipotyphla,Soricidae,,none
Cryptotis peruviensis,Peruvian Small-eared Shrew,Eulipotyphla,Soricidae,,none
Cryptotis phillipsii,Phillips's Small-eared Shrew,Eulipotyphla,Soricidae,,none
Cryptotis pueblensis,Puebla Least Shrew,Eulipotyphla,Soricidae,,none
Cryptotis soricinus,Mexican Least Shrew,Eulipotyphla,Soricidae,,none
Cryptotis squamipes,Western Colombian Small-eared Shrew,Eulipotyphla,Soricidae,,none
Cryptotis tamensis,Tama Small-eared Shrew,Eulipotyphla,Soricidae,,none
Cryptotis thomasi,Thomas's Small-eared Shrew,Eulipotyphla,Soricidae,,none
Cryptotis tropicalis,Tropical Least Shrew,Eulipotyphla,Soricidae,,none
Cryptotis venezuelensis,Venezuelan Small-eared Shrew,Eulipotyphla,Soricidae,,none
Cryptotis woodmani,El Triunfo Small-eared Shrew,Eulipotyphla,Soricidae,,none
Chimarrogale hantu,Malayan Water Shrew,Eulipotyphla,Soricidae,,none
Chimarrogale himalayica,Himalayan Water Shrew,Eulipotyphla,Soricidae,,none
Chimarrogale leander,Leander's Water Shrew,Eulipotyphla,Soricidae,,none
Chimarrogale phaeura,Bornean Water Shrew,Eulipotyphla,Soricidae,,none
Chimarrogale platycephala,Japanese Water Shrew,Eulipotyphla,Soricidae,,none
Chimarrogale styani,Chinese Water Shrew,Eulipotyphla,Soricidae,,none
Chimarrogale sumatrana,Sumatran Water Shrew,Eulipotyphla,Soricidae,,none
Chimarrogale varennei,Vietnamese Water Shrew,Eulipotyphla,Soricidae,,none
Chodsigoa caovansunga,Van Sung's Brown-toothed Shrew,Eulipotyphla,Soricidae,,none
Chodsigoa dabieshanensis,Dabieshan Brown-toothed Shrew,Eulipotyphla,Soricidae,,none
Chodsigoa furva,Dusky Brown-toothed Shrew,Eulipotyphla,Soricidae,,none
Chodsigoa hoffmanni,Hoffmann's Brown-toothed Shrew,Eulipotyphla,Soricidae,,none
Chodsigoa hypsibia,De Winton's Brown-toothed Shrew,Eulipotyphla,Soricidae,,none
Chodsigoa parca,Lowe's Brown-toothed Shrew,Eulipotyphla,Soricidae,,none
Chodsigoa parva,Pygmy Brown-toothed Shrew,Eulipotyphla,Soricidae,,none
Chodsigoa salenskii,Salenski's Brown-toothed Shrew,Eulipotyphla,Soricidae,,none
Chodsigoa smithii,Smith's Brown-toothed Shrew,Eulipotyphla,Soricidae,,none
Chodsigoa sodalis,Lesser Taiwanese Brown-toothed Shrew,Eulipotyphla,Soricidae,,none
Episoriculus baileyi,Bailey's Brown-toothed Shrew,Eulipotyphla,Soricidae,,none
Episoriculus caudatus,Hodgson's Brown-toothed Shrew,Eulipotyphla,Soricidae,,none
Episoriculus leucops,Long-tailed Brown-toothed Shrew,Eulipotyphla,Soricidae,,none
Episoriculus macrurus,Arboreal Brown-toothed Shrew,Eulipotyphla,Soricidae,,none
Episoriculus sacratus,Sichuan Brown-toothed Shrew,Eulipotyphla,Soricidae,,none
