scientific,common,order,family,tol_name,tol_how,birdnet_label,birdnet_how
Tauraco bannermani,Bannerman's Turaco,Musophagiformes,Musophagidae,Tauraco bannermani,exact,Tauraco bannermani_Bannerman's Turaco,exact
Tauraco leucolophus,White-crested Turaco,Musophagiformes,Musophagidae,Tauraco leucolophus,exact,Tauraco leucolophus_White-crested Turaco,exact
Tauraco schuettii,Black-billed Turaco,Musophagiformes,Musophagidae,Tauraco schuettii,exact,Tauraco schuettii_Black-billed Turaco,exact
Tauraco schalowi,Schalow's Turaco,Musophagiformes,Musophagidae,Tauraco schalowi,exact,Tauraco schalowi_Schalow's Turaco,exact
Tauraco erythrolophus,Red-crested Turaco,Musophagiformes,Musophagidae,Tauraco erythrolophus,exact,Tauraco erythrolophus_Red-crested Turaco,exact
Tauraco persa,Guinea Turaco,Musophagiformes,Musophagidae,Tauraco persa,exact,Tauraco persa_Guinea Turaco,exact
Tauraco hartlaubi,Hartlaub's Turaco,Musophagiformes,Musophagidae,Tauraco hartlaubi,exact,Tauraco hartlaubi_Hartlaub's Turaco,exact
Tauraco fischeri,Fischer's Turaco,Musophagiformes,Musophagidae,Tauraco fischeri,exact,Tauraco fischeri_Fischer's Turaco,exact
Tauraco livingstonii,Livingstone's Turaco,Musophagiformes,Musophagidae,Tauraco livingstonii,exact,Tauraco livingstonii_Livingstone's Turaco,exact
Tauraco corythaix,Knysna Turaco,Musophagiformes,Musophagidae,Tauraco corythaix,exact,Tauraco corythaix_Knysna Turaco,exact
Otis tarda,Great Bustard,Otidiformes,Otididae,Otis tarda,exact,Otis tarda_Great Bustard,exact
Ardeotis arabs,Arabian Bustard,Otidiformes,Otididae,Ardeotis arabs,exact,Ardeotis arabs_Arabian Bustard,exact
Ardeotis kori,Kori Bustard,Otidiformes,Otididae,Ardeotis kori,exact,Ardeotis kori_Kori Bustard,exact
Ardeotis nigriceps,Great Indian Bustard,Otidiformes,Otididae,Ardeotis nigriceps,exact,Ardeotis nigriceps_Great Indian Bustard,exact
Ardeotis australis,Australian Bustard,Otidiformes,Otididae,Ardeotis australis,exact,Ardeotis australis_Australian Bustard,exact
Chlamydotis macqueenii,Asian Houbara,Otidiformes,Otididae,Chlamydotis macqueenii,exact,Chlamydotis macqueenii_Asian Houbara,exact
Chlamydotis undulata,African Houbara,Otidiformes,Otididae,Chlamydotis undulata,exact,Chlamydotis undulata_African Houbara,exact
Neotis ludwigii,Ludwig's Bustard,Otidiformes,Otididae,Neotis ludwigii,exact,Neotis ludwigii_Ludwig's Bustard,exact
Neotis denhami,Denham's Bustard,Otidiformes,Otididae,Neotis denhami,exact,Neotis denhami_Denham's Bustard,exact
Neotis heuglinii,Heuglin's Bustard,Otidiformes,Otididae,Neotis heuglinii,exact,Neotis heuglinii_Heuglin's Bustard,exact
Neotis nuba,Nubian Bustard,Otidiformes,Otididae,Neotis nuba,exact,Neotis nuba_Nubian Bustard,exact
Eupodotis caerulescens,Blue Korhaan,Otidiformes,Otididae,Eupodotis caerulescens,exact,Eupodotis caerulescens_Blue Korhaan,exact
Eupodotis senegalensis,White-bellied Bustard,Otidiformes,Otididae,Eupodotis senegalensis,exact,Eupodotis senegalensis_White-bellied Bustard,exact
Heterotetrax vigorsii,Karoo Korhaan,Otidiformes,Otididae,,none,Heterotetrax vigorsii_Karoo Korhaan,exact
Heterotetrax rueppelii,Rüppell's Korhaan,Otidiformes,Otididae,Heterotetrax rueppelii,exact,Heterotetrax rueppelii_Rüppell's Korhaan,exact
Heterotetrax humilis,Little Brown Bustard,Otidiformes,Otididae,,none,Heterotetrax humilis_Little Brown Bustard,exact
Lophotis savilei,Savile's Bustard,Otidiformes,Otididae,Lophotis savilei,exact,Lophotis savilei_Savile's Bustard,exact
Lophotis gindiana,Buff-crested Bustard,Otidiformes,Otididae,Lophotis gindiana,exact,Lophotis gindiana_Buff-crested Bustard,exact
Lophotis ruficrista,Red-crested Korhaan,Otidiformes,Otididae,Lophotis ruficrista,exact,Lophotis ruficrista_Red-crested Korhaan,exact
Afrotis afra,Southern Black Korhaan,Otidiformes,Otididae,Afrotis afra,exact,Afrotis afra_Southern Black Korhaan,exact
Afrotis afraoides,Northern Black Korhaan,Otidiformes,Otididae,Afrotis afraoides,exact,Afrotis afraoides_Northern Black Korhaan,exact
Lissotis hartlaubii,Hartlaub's Bustard,Otidiformes,Otididae,Lissotis hartlaubii,exact,Lissotis hartlaubii_Hartlaub's Bustard,exact
Lissotis melanogaster,Black-bellied Bustard,Otidiformes,Otididae,Lissotis melanogaster,exact,Lissotis melanogaster_Black-bellied Bustard,exact
Houbaropsis bengalensis,Bengal Florican,Otidiformes,Otididae,Houbaropsis bengalensis,exact,Houbaropsis bengalensis_Bengal Florican,exact
Sypheotides indicus,Lesser Florican,Otidiformes,Otididae,Sypheotides indicus,exact,Sypheotides indicus_Lesser Florican,exact
Tetrax tetrax,Little Bustard,Otidiformes,Otididae,Tetrax tetrax,exact,Tetrax tetrax_Little Bustard,exact
Guira guira,Guira Cuckoo,Cuculiformes,Cuculidae,Guira guira,exact,Guira guira_Guira Cuckoo,exact
Crotophaga major,Greater Ani,Cuculiformes,Cuculidae,Crotophaga major,exact,Crotophaga major_Greater Ani,exact
Crotophaga ani,Smooth-billed Ani,Cuculiformes,Cuculidae,Crotophaga ani,exact,Crotophaga ani_Smooth-billed Ani,exact
Crotophaga sulcirostris,Groove-billed Ani,Cuculiformes,Cuculidae,Crotophaga sulcirostris,exact,Crotophaga sulcirostris_Groove-billed Ani,exact
Tapera naevia,Striped Cuckoo,Cuculiformes,Cuculidae,Tapera naevia,exact,Tapera naevia_Striped Cuckoo,exact
Dromococcyx phasianellus,Pheasant Cuckoo,Cuculiformes,Cuculidae,Dromococcyx phasianellus,exact,Dromococcyx phasianellus_Pheasant Cuckoo,exact
Dromococcyx pavoninus,Pavonine Cuckoo,Cuculiformes,Cuculidae,Dromococcyx pavoninus,exact,Dromococcyx pavoninus_Pavonine Cuckoo,exact
Morococcyx erythropygus,Lesser Ground Cuckoo,Cuculiformes,Cuculidae,Morococcyx erythropygus,exact,Morococcyx erythropygus_Lesser Ground Cuckoo,exact
Geococcyx californianus,Greater Roadrunner,Cuculiformes,Cuculidae,Geococcyx californianus,exact,Geococcyx californianus_Greater Roadrunner,exact
Geococcyx velox,Lesser Roadrunner,Cuculiformes,Cuculidae,Geococcyx velox,exact,Geococcyx velox_Lesser Roadrunner,exact
Neomorphus geoffroyi,Rufous-vented Ground Cuckoo,Cuculiformes,Cuculidae,Neomorphus geoffroyi,exact,Neomorphus geoffroyi_Rufous-vented Ground Cuckoo,exact
Neomorphus squamiger,Scaled Ground Cuckoo,Cuculiformes,Cuculidae,Neomorphus squamiger,exact,Neomorphus squamiger_Scaled Ground Cuckoo,exact
Neomorphus radiolosus,Banded Ground Cuckoo,Cuculiformes,Cuculidae,Neomorphus radiolosus,exact,Neomorphus radiolosus_Banded Ground Cuckoo,exact
Neomorphus rufipennis,Rufous-winged Ground Cuckoo,Cuculiformes,Cuculidae,Neomorphus rufipennis,exact,Neomorphus rufipennis_Rufous-winged Ground Cuckoo,exact
Neomorphus pucheranii,Red-billed Ground Cuckoo,Cuculiformes,Cuculidae,,none,Neomorphus pucheranii_Red-billed Ground Cuckoo,exact
Carpococcyx viridis,Sumatran Ground Cuckoo,Cuculiformes,Cuculidae,Carpococcyx viridis,exact,Carpococcyx viridis_Sumatran Ground Cuckoo,exact
Carpococcyx radiceus,Bornean Ground Cuckoo,Cuculiformes,Cuculidae,Carpococcyx radiceus,exact,Carpococcyx radiceus_Bornean Ground Cuckoo,exact
Carpococcyx renauldi,Coral-billed Ground Cuckoo,Cuculiformes,Cuculidae,Carpococcyx renauldi,exact,Carpococcyx renauldi_Coral-billed Ground Cuckoo,exact
Coua cristata,Crested Coua,Cuculiformes,Cuculidae,Coua cristata,exact,Coua cristata_Crested Coua,exact
Coua verreauxi,Verreaux's Coua,Cuculiformes,Cuculidae,Coua verreauxi,exact,Coua verreauxi_Verreaux's Coua,exact
Coua caerulea,Blue Coua,Cuculiformes,Cuculidae,Coua caerulea,exact,Coua caerulea_Blue Coua,exact
Coua ruficeps,Red-capped Coua,Cuculiformes,Cuculidae,Coua ruficeps,exact,Coua ruficeps_Red-capped Coua,exact
Coua olivaceiceps,Olive-capped Coua,Cuculiformes,Cuculidae,,none,Coua olivaceiceps_Olive-capped Coua,exact
Coua reynaudii,Red-fronted Coua,Cuculiformes,Cuculidae,Coua reynaudii,exact,Coua reynaudii_Red-fronted Coua,exact
Coua coquereli,Coquerel's Coua,Cuculiformes,Cuculidae,Coua coquereli,exact,Coua coquereli_Coquerel's Coua,exact
Coua cursor,Running Coua,Cuculiformes,Cuculidae,Coua cursor,exact,Coua cursor_Running Coua,exact
Coua gigas,Giant Coua,Cuculiformes,Cuculidae,Coua gigas,exact,Coua gigas_Giant Coua,exact
Coua delalandei,Snail-eating Coua,Cuculiformes,Cuculidae,Coua delalandei,exact,,none
Coua serriana,Red-breasted Coua,Cuculiformes,Cuculidae,Coua serriana,exact,Coua serriana_Red-breasted Coua,exact
Centropus milo,Buff-headed Coucal,Cuculiformes,Cuculidae,Centropus milo,exact,Centropus milo_Buff-headed Coucal,exact
Centropus ateralbus,White-necked Coucal,Cuculiformes,Cuculidae,Centropus ateralbus,exact,Centropus ateralbus_White-necked Coucal,exact
Centropus chalybeus,Biak Coucal,Cuculiformes,Cuculidae,Centropus chalybeus,exact,Centropus chalybeus_Biak Coucal,exact
Centropus menbeki,Ivory-billed Coucal,Cuculiformes,Cuculidae,Centropus menbeki,exact,Centropus menbeki_Ivory-billed Coucal,exact
Centropus unirufus,Rufous Coucal,Cuculiformes,Cuculidae,Centropus unirufus,exact,Centropus unirufus_Rufous Coucal,exact
Centropus chlororhynchos,Green-billed Coucal,Cuculiformes,Cuculidae,Centropus chlororhynchos,exact,Centropus chlororhynchos_Green-billed Coucal,exact
Centropus melanops,Black-faced Coucal,Cuculiformes,Cuculidae,Centropus melanops,exact,Centropus melanops_Black-faced Coucal,exact
Centropus rectunguis,Short-toed Coucal,Cuculiformes,Cuculidae,Centropus rectunguis,exact,Centropus rectunguis_Short-toed Coucal,exact
Centropus steerii,Black-hooded Coucal,Cuculiformes,Cuculidae,,none,Centropus steerii_Black-hooded Coucal,exact
Centropus celebensis,Bay Coucal,Cuculiformes,Cuculidae,Centropus celebensis,exact,Centropus celebensis_Bay Coucal,exact
Centropus anselli,Gabon Coucal,Cuculiformes,Cuculidae,Centropus anselli,exact,Centropus anselli_Gabon Coucal,exact
Centropus leucogaster,Black-throated Coucal,Cuculiformes,Cuculidae,Centropus leucogaster,exact,Centropus leucogaster_Black-throated Coucal,exact
Centropus senegalensis,Senegal Coucal,Cuculiformes,Cuculidae,Centropus senegalensis,exact,Centropus senegalensis_Senegal Coucal,exact
Centropus monachus,Blue-headed Coucal,Cuculiformes,Cuculidae,Centropus monachus,exact,Centropus monachus_Blue-headed Coucal,exact
Centropus cupreicaudus,Coppery-tailed Coucal,Cuculiformes,Cuculidae,Centropus cupreicaudus,exact,Centropus cupreicaudus_Coppery-tailed Coucal,exact
Centropus superciliosus,White-browed Coucal,Cuculiformes,Cuculidae,Centropus superciliosus,exact,Centropus superciliosus_White-browed Coucal,exact
Centropus burchellii,Burchell's Coucal,Cuculiformes,Cuculidae,,none,Centropus burchellii_Burchell's Coucal,exact
Centropus nigrorufus,Sunda Coucal,Cuculiformes,Cuculidae,Centropus nigrorufus,exact,Centropus nigrorufus_Sunda Coucal,exact
Centropus andamanensis,Andaman Coucal,Cuculiformes,Cuculidae,Centropus andamanensis,exact,Centropus andamanensis_Andaman Coucal,exact
Centropus sinensis,Greater Coucal,Cuculiformes,Cuculidae,Centropus sinensis,exact,Centropus sinensis_Greater Coucal,exact
Centropus goliath,Goliath Coucal,Cuculiformes,Cuculidae,Centropus goliath,exact,Centropus goliath_Goliath Coucal,exact
Centropus toulou,Malagasy Coucal,Cuculiformes,Cuculidae,Centropus toulou,exact,Centropus toulou_Malagasy Coucal,exact
Centropus grillii,Black Coucal,Cuculiformes,Cuculidae,Centropus grillii,exact,Centropus grillii_Black Coucal,exact
Centropus viridis,Philippine Coucal,Cuculiformes,Cuculidae,Centropus viridis,exact,Centropus viridis_Philippine Coucal,exact
Centropus bengalensis,Lesser Coucal,Cuculiformes,Cuculidae,Centropus bengalensis,exact,Centropus bengalensis_Lesser Coucal,exact
Centropus violaceus,Violaceous Coucal,Cuculiformes,Cuculidae,Centropus violaceus,exact,Centropus violaceus_Violaceous Coucal,exact
Centropus bernsteini,Black-billed Coucal,Cuculiformes,Cuculidae,Centropus bernsteini,exact,Centropus bernsteini_Black-billed Coucal,exact
Centropus phasianinus,Pheasant Coucal,Cuculiformes,Cuculidae,Centropus phasianinus,exact,Centropus phasianinus_Pheasant Coucal,exact
Rhinortha chlorophaea,Raffles's Malkoha,Cuculiformes,Cuculidae,Rhinortha chlorophaea,exact,Rhinortha chlorophaea_Raffles's Malkoha,exact
Ceuthmochares australis,Green Malkoha,Cuculiformes,Cuculidae,Ceuthmochares australis,exact,Ceuthmochares australis_Green Malkoha,exact
Ceuthmochares aereus,Blue Malkoha,Cuculiformes,Cuculidae,Ceuthmochares aereus,exact,Ceuthmochares aereus_Blue Malkoha,exact
Taccocua leschenaultii,Sirkeer Malkoha,Cuculiformes,Cuculidae,Taccocua leschenaultii,exact,Taccocua leschenaultii_Sirkeer Malkoha,exact
Zanclostomus javanicus,Red-billed Malkoha,Cuculiformes,Cuculidae,Zanclostomus javanicus,exact,Zanclostomus javanicus_Red-billed Malkoha,exact
Phaenicophaeus curvirostris,Chestnut-breasted Malkoha,Cuculiformes,Cuculidae,,none,Phaenicophaeus curvirostris_Chestnut-breasted Malkoha,exact
Phaenicophaeus oeneicaudus,Mentawai Malkoha,Cuculiformes,Cuculidae,,none,Phaenicophaeus oeneicaudus_Mentawai Malkoha,exact
Phaenicophaeus sumatranus,Chestnut-bellied Malkoha,Cuculiformes,Cuculidae,,none,Phaenicophaeus sumatranus_Chestnut-bellied Malkoha,exact
Phaenicophaeus pyrrhocephalus,Red-faced Malkoha,Cuculiformes,Cuculidae,Phaenicophaeus pyrrhocephalus,exact,Phaenicophaeus pyrrhocephalus_Red-faced Malkoha,exact
Phaenicophaeus viridirostris,Blue-faced Malkoha,Cuculiformes,Cuculidae,,none,Phaenicophaeus viridirostris_Blue-faced Malkoha,exact
Phaenicophaeus diardi,Black-bellied Malkoha,Cuculiformes,Cuculidae,,none,Phaenicophaeus diardi_Black-bellied Malkoha,exact
Phaenicophaeus tristis,Green-billed Malkoha,Cuculiformes,Cuculidae,,none,Phaenicophaeus tristis_Green-billed Malkoha,exact
Rhamphococcyx calyorhynchus,Yellow-billed Malkoha,Cuculiformes,Cuculidae,,none,Rhamphococcyx calyorhynchus_Yellow-billed Malkoha,exact
Dasylophus cumingi,Scale-feathered Malkoha,Cuculiformes,Cuculidae,,none,Dasylophus cumingi_Scale-feathered Malkoha,exact
Dasylophus superciliosus,Rough-crested Malkoha,Cuculiformes,Cuculidae,Dasylophus superciliosus,exact,Dasylophus superciliosus_Rough-crested Malkoha,exact
Clamator coromandus,Chestnut-winged Cuckoo,Cuculiformes,Cuculidae,Clamator coromandus,exact,Clamator coromandus_Chestnut-winged Cuckoo,exact
Clamator glandarius,Great Spotted Cuckoo,Cuculiformes,Cuculidae,Clamator glandarius,exact,Clamator glandarius_Great Spotted Cuckoo,exact
Clamator levaillantii,Levaillant's Cuckoo,Cuculiformes,Cuculidae,Clamator levaillantii,exact,Clamator levaillantii_Levaillant's Cuckoo,exact
Clamator jacobinus,Jacobin Cuckoo,Cuculiformes,Cuculidae,Clamator jacobinus,exact,Clamator jacobinus_Jacobin Cuckoo,exact
Coccycua minuta,Little Cuckoo,Cuculiformes,Cuculidae,,none,Coccycua minuta_Little Cuckoo,exact
Coccycua pumila,Dwarf Cuckoo,Cuculiformes,Cuculidae,,none,Coccycua pumila_Dwarf Cuckoo,exact
Coccycua cinerea,Ash-colored Cuckoo,Cuculiformes,Cuculidae,,none,Coccycua cinerea_Ash-colored Cuckoo,exact
Piaya cayana,Common Squirrel Cuckoo,Cuculiformes,Cuculidae,Piaya cayana,exact,Piaya cayana_Common Squirrel-Cuckoo,exact
Piaya mexicana,Mexican Squirrel Cuckoo,Cuculiformes,Cuculidae,,none,Piaya mexicana_Mexican Squirrel Cuckoo,exact
Piaya melanogaster,Black-bellied Cuckoo,Cuculiformes,Cuculidae,Piaya melanogaster,exact,Piaya melanogaster_Black-bellied Cuckoo,exact
Coccyzus melacoryphus,Dark-billed Cuckoo,Cuculiformes,Cuculidae,Coccyzus melacoryphus,exact,Coccyzus melacoryphus_Dark-billed Cuckoo,exact
Coccyzus americanus,Yellow-billed Cuckoo,Cuculiformes,Cuculidae,Coccyzus americanus,exact,Coccyzus americanus_Yellow-billed Cuckoo,exact
Coccyzus euleri,Pearly-breasted Cuckoo,Cuculiformes,Cuculidae,Coccyzus euleri,exact,Coccyzus euleri_Pearly-breasted Cuckoo,exact
Coccyzus minor,Mangrove Cuckoo,Cuculiformes,Cuculidae,Coccyzus minor,exact,Coccyzus minor_Mangrove Cuckoo,exact
Coccyzus ferrugineus,Cocos Cuckoo,Cuculiformes,Cuculidae,Coccyzus ferrugineus,exact,,none
Coccyzus erythropthalmus,Black-billed Cuckoo,Cuculiformes,Cuculidae,Coccyzus erythropthalmus,exact,Coccyzus erythropthalmus_Black-billed Cuckoo,exact
Coccyzus lansbergi,Grey-capped Cuckoo,Cuculiformes,Cuculidae,Coccyzus lansbergi,exact,Coccyzus lansbergi_Grey-capped Cuckoo,exact
Coccyzus pluvialis,Chestnut-bellied Cuckoo,Cuculiformes,Cuculidae,,none,Coccyzus pluvialis_Chestnut-bellied Cuckoo,exact
Coccyzus rufigularis,Bay-breasted Cuckoo,Cuculiformes,Cuculidae,,none,Coccyzus rufigularis_Bay-breasted Cuckoo,exact
Coccyzus vetula,Jamaican Lizard Cuckoo,Cuculiformes,Cuculidae,,none,Coccyzus vetula_Jamaican Lizard Cuckoo,exact
Coccyzus vieilloti,Puerto Rican Lizard Cuckoo,Cuculiformes,Cuculidae,,none,Coccyzus vieilloti_Puerto Rican Lizard Cuckoo,exact
Coccyzus merlini,Great Lizard Cuckoo,Cuculiformes,Cuculidae,,none,Coccyzus merlini_Great Lizard Cuckoo,exact
Coccyzus longirostris,Hispaniolan Lizard Cuckoo,Cuculiformes,Cuculidae,,none,Coccyzus longirostris_Hispaniolan Lizard Cuckoo,exact
Nannococcyx psix,St. Helena Cuckoo,Cuculiformes,Cuculidae,,none,,none
Pachycoccyx audeberti,Thick-billed Cuckoo,Cuculiformes,Cuculidae,Pachycoccyx audeberti,exact,Pachycoccyx audeberti_Thick-billed Cuckoo,exact
Microdynamis parva,Dwarf Koel,Cuculiformes,Cuculidae,Microdynamis parva,exact,Microdynamis parva_Dwarf Koel,exact
Eudynamys scolopaceus,Asian Koel,Cuculiformes,Cuculidae,Eudynamys scolopaceus,exact,Eudynamys scolopaceus_Asian Koel,exact
Eudynamys melanorhynchus,Black-billed Koel,Cuculiformes,Cuculidae,,none,Eudynamys melanorhynchus_Black-billed Koel,exact
Eudynamys orientalis,Pacific Koel,Cuculiformes,Cuculidae,Eudynamys orientalis,exact,Eudynamys orientalis_Pacific Koel,exact
Urodynamis taitensis,Long-tailed Koel,Cuculiformes,Cuculidae,Urodynamis taitensis,exact,Urodynamis taitensis_Long-tailed Koel,exact
Scythrops novaehollandiae,Channel-billed Cuckoo,Cuculiformes,Cuculidae,Scythrops novaehollandiae,exact,Scythrops novaehollandiae_Channel-billed Cuckoo,exact
Chrysococcyx maculatus,Asian Emerald Cuckoo,Cuculiformes,Cuculidae,Chrysococcyx maculatus,exact,Chrysococcyx maculatus_Asian Emerald Cuckoo,exact
Chrysococcyx xanthorhynchus,Violet Cuckoo,Cuculiformes,Cuculidae,Chrysococcyx xanthorhynchus,exact,Chrysococcyx xanthorhynchus_Violet Cuckoo,exact
Chrysococcyx caprius,Diederik Cuckoo,Cuculiformes,Cuculidae,Chrysococcyx caprius,exact,Chrysococcyx caprius_Diederik Cuckoo,exact
Chrysococcyx klaas,Klaas's Cuckoo,Cuculiformes,Cuculidae,Chrysococcyx klaas,exact,Chrysococcyx klaas_Klaas's Cuckoo,exact
Chrysococcyx flavigularis,Yellow-throated Cuckoo,Cuculiformes,Cuculidae,Chrysococcyx flavigularis,exact,Chrysococcyx flavigularis_Yellow-throated Cuckoo,exact
Chrysococcyx cupreus,African Emerald Cuckoo,Cuculiformes,Cuculidae,Chrysococcyx cupreus,exact,Chrysococcyx cupreus_African Emerald Cuckoo,exact
Chalcites megarhynchus,Long-billed Cuckoo,Cuculiformes,Cuculidae,Chalcites megarhynchus,exact,Chalcites megarhynchus_Long-billed Cuckoo,exact
Chalcites basalis,Horsfield's Bronze Cuckoo,Cuculiformes,Cuculidae,,none,Chalcites basalis_Horsfield's Bronze Cuckoo,exact
Chalcites osculans,Black-eared Cuckoo,Cuculiformes,Cuculidae,,none,Chalcites osculans_Black-eared Cuckoo,exact
Chalcites ruficollis,Rufous-throated Bronze Cuckoo,Cuculiformes,Cuculidae,,none,Chalcites ruficollis_Rufous-throated Bronze Cuckoo,exact
Chalcites lucidus,Shining Bronze Cuckoo,Cuculiformes,Cuculidae,,none,Chalcites lucidus_Shining Bronze Cuckoo,exact
Chalcites meyerii,White-eared Bronze Cuckoo,Cuculiformes,Cuculidae,,none,Chalcites meyerii_White-eared Bronze Cuckoo,exact
Chalcites minutillus,Little Bronze Cuckoo,Cuculiformes,Cuculidae,,none,,none
Chalcites crassirostris,Pied Bronze Cuckoo,Cuculiformes,Cuculidae,,none,Chalcites crassirostris_Pied Bronze Cuckoo,exact
